要素ID,項目名,コンテキストID,相対年度,連結・個別,期間・時点,ユニットID,単位,値
jppfs_cor:RepaymentOfLongTermLoansPayableFinCF,長期借入金の返済による支出、財務活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-115757000000
jppfs_cor:ProceedsFromIssuanceOfBondsFinCF,社債の発行による収入、財務活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,169728000000
jppfs_cor:RedemptionOfBondsFinCF,社債の償還による支出、財務活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-121000000000
jpcrp030000-asr_E05031-000:ProceedsFromLongTermLoansPayableForReceivableSecuritizationFinCF,,Prior1YearDuration,前期,その他,期間,JPY,円,59625000000
jpcrp030000-asr_E05031-000:RepaymentsOfLongTermLoansPayableForReceivableSecuritizationFinCF,,Prior1YearDuration,前期,その他,期間,JPY,円,-5233000000
jppfs_cor:CashDividendsPaidFinCF,配当金の支払額、財務活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-6731000000
jppfs_cor:OtherNetFinCF,その他、財務活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-110000000
jppfs_cor:NetCashProvidedByUsedInFinancingActivities,財務活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,546690000000
jppfs_cor:EffectOfExchangeRateChangeOnCashAndCashEquivalents,現金及び現金同等物に係る換算差額,Prior1YearDuration,前期,連結,期間,JPY,円,739000000
jppfs_cor:NetIncreaseDecreaseInCashAndCashEquivalents,現金及び現金同等物の増減額（△は減少）,Prior1YearDuration,前期,連結,期間,JPY,円,112420000000
jppfs_cor:CashAndCashEquivalents,現金及び現金同等物の残高,Prior2YearInstant,前々期末,連結,時点,JPY,円,256580000000
jppfs_cor:CashAndCashEquivalents,現金及び現金同等物の残高,Prior1YearInstant,前期末,連結,時点,JPY,円,369001000000
jppfs_cor:CashAndCashEquivalents,現金及び現金同等物の残高,Prior1YearInstant,前期末,連結,時点,JPY,円,369001000000
jppfs_cor:AccumulatedDepreciationPPEByGroup,減価償却累計額、有形固定資産、一括控除,Prior1YearInstant,前期末,連結,時点,JPY,円,-14110000000
jppfs_cor:CashAndDeposits,現金及び預金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,364105000000
jppfs_cor:AccountsReceivableOperatingLoansCASPF,営業貸付金、流動資産、特定金融業,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,992275000000
jppfs_cor:AccountsReceivableInstallment,割賦売掛金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,1263062000000
jppfs_cor:LeaseReceivablesCA,リース債権、流動資産,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,138000000
jppfs_cor:LeaseInvestmentAssetsCA,リース投資資産、流動資産,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,10517000000
jppfs_cor:Supplies,貯蔵品,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,838000000
jppfs_cor:PrepaidExpenses,前払費用,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,1804000000
jppfs_cor:OtherCA,その他、流動資産,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,106853000000
jppfs_cor:AllowanceForDoubtfulAccountsCA,貸倒引当金、流動資産、一括控除,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,-13237000000
jppfs_cor:CurrentAssets,流動資産,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,2726359000000
jppfs_cor:BuildingsNet,建物（純額）,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,704000000
jppfs_cor:VehiclesNet,車両運搬具（純額）,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,33000000
jppfs_cor:ToolsFurnitureAndFixturesNet,工具、器具及び備品（純額）,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,444000000
jpcrp030000-asr_E05031-000:PropertyForLeaseNetPPELEA,,Prior1YearInstant_NonConsolidatedMember,前期末,その他,時点,JPY,円,3196000000
jppfs_cor:PropertyPlantAndEquipment,有形固定資産,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,4378000000
jppfs_cor:Software,ソフトウエア,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,18490000000
jppfs_cor:IntangibleAssets,無形固定資産,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,18490000000
jppfs_cor:InvestmentSecurities,投資有価証券,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,825000000
jppfs_cor:StocksOfSubsidiariesAndAffiliates,関係会社株式,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,14220000000
jppfs_cor:InvestmentsInCapital,出資金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,961000000
jppfs_cor:InvestmentsInCapitalOfSubsidiariesAndAffiliates,関係会社出資金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,2531000000
jppfs_cor:LongTermLoansReceivableFromEmployees,従業員に対する長期貸付金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,131000000
jppfs_cor:LongTermPrepaidExpenses,長期前払費用,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,1988000000
jppfs_cor:DeferredTaxAssets,繰延税金資産,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,31323000000
jppfs_cor:OtherIOA,その他、投資その他の資産,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,3921000000
jppfs_cor:InvestmentsAndOtherAssets,投資その他の資産,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,55903000000
jppfs_cor:NoncurrentAssets,固定資産,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,78772000000
jppfs_cor:BondIssuanceCostDA,社債発行費、繰延資産,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,313000000
jppfs_cor:DeferredAssets,繰延資産,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,313000000
jppfs_cor:Assets,資産,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,2805445000000
jppfs_cor:AccountsPayableTrade,買掛金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,274495000000
jppfs_cor:ShortTermLoansPayable,短期借入金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,326300000000
jppfs_cor:CurrentPortionOfLongTermLoansPayable,１年内返済予定の長期借入金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,99000000000
jpcrp030000-asr_E05031-000:CurrentPortionOfLongTermLoansPayableUnderCreditFluidityCL,,Prior1YearInstant_NonConsolidatedMember,前期末,その他,時点,JPY,円,12063000000
jppfs_cor:CurrentPortionOfBonds,１年内償還予定の社債,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,150000000000
jppfs_cor:LeaseObligationsCL,リース債務、流動負債,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,105000000
jppfs_cor:AccountsPayableOther,未払金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,18584000000
jppfs_cor:AccruedExpenses,未払費用,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,2160000000
jppfs_cor:IncomeTaxesPayable,未払法人税等,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,5743000000
jppfs_cor:AdvancesReceived,前受金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,4576000000
jppfs_cor:DepositsReceived,預り金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,44961000000
jppfs_cor:UnearnedRevenue,前受収益,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,888000000
jppfs_cor:ProvisionForBonuses,賞与引当金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,2330000000
jppfs_cor:ProvisionForDirectorsBonuses,役員賞与引当金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,93000000
jppfs_cor:ProvisionForPointCardCertificatesCL,ポイント引当金、流動負債,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,20908000000
jppfs_cor:ProvisionForLossOnGuaranteesCL,債務保証損失引当金、流動負債,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,8575000000
jppfs_cor:OtherCL,その他、流動負債,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,381000000
jppfs_cor:CurrentLiabilities,流動負債,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,971170000000
jppfs_cor:BondsPayable,社債,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,425000000000
jppfs_cor:LongTermLoansPayable,長期借入金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,1044800000000
jpcrp030000-asr_E05031-000:CurrentPortionOfLongTermLoansPayableUnderCreditFluidityNCL,,Prior1YearInstant_NonConsolidatedMember,前期末,その他,時点,JPY,円,59661000000
jppfs_cor:LeaseObligationsNCL,リース債務、固定負債,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,133000000
jppfs_cor:ProvisionForRetirementBenefits,退職給付引当金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,8942000000
jppfs_cor:ProvisionForDirectorsRetirementBenefits,役員退職慰労引当金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,123000000
jppfs_cor:AssetRetirementObligationsNCL,資産除去債務、固定負債,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,522000000
jppfs_cor:OtherNCL,その他、固定負債,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,6824000000
jppfs_cor:NoncurrentLiabilities,固定負債,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,1546007000000
jppfs_cor:Liabilities,負債,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,2517177000000
jppfs_cor:CapitalStock,資本金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,16500000000
jppfs_cor:LegalCapitalSurplus,資本準備金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,13500000000
jppfs_cor:CapitalSurplus,資本剰余金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,13500000000
jppfs_cor:LegalRetainedEarnings,利益準備金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,750000000
jppfs_cor:GeneralReserve,別途積立金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,227145000000
jppfs_cor:RetainedEarningsBroughtForward,繰越利益剰余金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,30198000000
jppfs_cor:RetainedEarnings,利益剰余金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,258093000000
jppfs_cor:ShareholdersEquity,株主資本,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,288093000000
jppfs_cor:ValuationDifferenceOnAvailableForSaleSecurities,その他有価証券評価差額金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,212000000
jppfs_cor:DeferredGainsOrLossesOnHedges,繰延ヘッジ損益,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,-37000000
jppfs_cor:ValuationAndTranslationAdjustments,評価・換算差額等,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,174000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,288267000000
jppfs_cor:LiabilitiesAndNetAssets,負債純資産,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,2805445000000
jppfs_cor:FinancingRevenueRevOA,融資収益、営業活動による収益,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,4206000000
jppfs_cor:PerItemRevenueRevOA,個別信用購入あっせん収益、営業活動による収益,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,9155000000
jppfs_cor:RevenueFromCreditGuaranteeRevOA,信用保証収益、営業活動による収益,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,57922000000
jppfs_cor:CreditCardRevenueRevOA,包括信用購入あっせん収益、営業活動による収益,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,64479000000
jppfs_cor:LeaseRevenueRevOA,リース収益、営業活動による収益,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,18914000000
jppfs_cor:OtherRevOA,その他、営業活動による収益,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,33023000000
jppfs_cor:OperatingRevenueSPF,営業収益、特定金融業,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,187702000000
jppfs_cor:CommissionFeeOESPF,支払手数料、営業費用、特定金融業,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,24576000000
jppfs_cor:SalariesAndAllowancesSGA,給料及び手当、販売費及び一般管理費,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,8692000000
jppfs_cor:ProvisionForBonusesSGA,賞与引当金繰入額、販売費及び一般管理費,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,2330000000
jppfs_cor:RetirementBenefitExpensesSGA,退職給付費用、販売費及び一般管理費,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,1107000000
jpcrp030000-asr_E05031-000:ComputerExpensesOE,,Prior1YearDuration_NonConsolidatedMember,前期,その他,期間,JPY,円,23040000000
jppfs_cor:ProvisionOfAllowanceForDoubtfulAccountsSGA,貸倒引当金繰入額、販売費及び一般管理費,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,10355000000
jppfs_cor:ProvisionForPointCardCertificatesSGA,ポイント引当金繰入額、販売費及び一般管理費,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,22522000000
jppfs_cor:DepreciationSGA,減価償却費、販売費及び一般管理費,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,297000000
jppfs_cor:OfficeCostSGA,事務費、販売費及び一般管理費,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,6844000000
jppfs_cor:OtherSGA,その他、販売費及び一般管理費,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,29405000000
jppfs_cor:SellingGeneralAndAdministrativeExpenses,販売費及び一般管理費,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,129172000000
jppfs_cor:InterestExpensesOESPF,支払利息、営業費用、特定金融業,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,1746000000
jppfs_cor:InterestOnBondsOESPF,社債利息、営業費用、特定金融業,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,781000000
jppfs_cor:AmortizationOfBondIssuanceCostOESPF,社債発行費償却、営業費用、特定金融業,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,66000000
jppfs_cor:OtherFinancialExpensesSPF,その他、金融費用、特定金融業,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,306000000
jppfs_cor:FinancialExpenses,金融費用,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,2901000000
jppfs_cor:LeaseCostCOSLEA,リース原価、売上原価、リース事業,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,17766000000
jppfs_cor:OperatingExpensesSPF,営業費用、特定金融業,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,149840000000
jppfs_cor:OperatingIncome,営業利益又は営業損失（△）,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,37862000000
jppfs_cor:InterestIncomeNOI,受取利息、営業外収益,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,407000000
jppfs_cor:DividendsIncomeNOI,受取配当金、営業外収益,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,15000000
jppfs_cor:GainOnBadDebtsRecoveredNOI,償却債権取立益、営業外収益,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,3148000000
jpcrp030000-asr_E05031-000:RecoveriesOfCollectionExpensesNOI,,Prior1YearDuration_NonConsolidatedMember,前期,その他,期間,JPY,円,587000000
jppfs_cor:ForeignExchangeGainsNOI,為替差益、営業外収益,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,269000000
jppfs_cor:MiscellaneousIncomeNOI,雑収入、営業外収益,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,130000000
jppfs_cor:NonOperatingIncome,営業外収益,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,4560000000
jppfs_cor:ForeignExchangeLossesNOE,為替差損、営業外費用,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,－
jppfs_cor:LossOnRetirementOfNoncurrentAssetsNOE,固定資産除却損、営業外費用,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,99000000
jppfs_cor:MiscellaneousLossNOE,雑損失、営業外費用,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,20000000
jppfs_cor:NonOperatingExpenses,営業外費用,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,119000000
jppfs_cor:OrdinaryIncome,経常利益又は経常損失（△）,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,42302000000
jppfs_cor:GainOnSalesOfInvestmentSecuritiesEI,投資有価証券売却益、特別利益,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,37000000
jppfs_cor:ExtraordinaryIncome,特別利益,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,37000000
jppfs_cor:IncomeBeforeIncomeTaxes,税引前当期純利益又は税引前当期純損失（△）,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,42340000000
jppfs_cor:IncomeTaxesCurrent,法人税、住民税及び事業税,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,12497000000
jppfs_cor:IncomeTaxesDeferred,法人税等調整額,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,419000000
jppfs_cor:IncomeTaxes,法人税等,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,12916000000
jppfs_cor:ProfitLoss,当期純利益又は当期純損失（△）（平成26年3月28日財規等改正後）,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,29423000000
jppfs_cor:NetAssets,純資産,Prior2YearInstant_NonConsolidatedMember_CapitalStockMember,前々期末,個別,時点,JPY,円,16500000000
jppfs_cor:NetAssets,純資産,Prior2YearInstant_NonConsolidatedMember_LegalCapitalSurplusMember,前々期末,個別,時点,JPY,円,13500000000
jppfs_cor:NetAssets,純資産,Prior2YearInstant_NonConsolidatedMember_CapitalSurplusMember,前々期末,個別,時点,JPY,円,13500000000
jppfs_cor:NetAssets,純資産,Prior2YearInstant_NonConsolidatedMember_LegalRetainedEarningsMember,前々期末,個別,時点,JPY,円,750000000
jppfs_cor:NetAssets,純資産,Prior2YearInstant_NonConsolidatedMember_GeneralReserveMember,前々期末,個別,時点,JPY,円,202145000000
jppfs_cor:NetAssets,純資産,Prior2YearInstant_NonConsolidatedMember_RetainedEarningsBroughtForwardMember,前々期末,個別,時点,JPY,円,32505000000
jppfs_cor:DividendsFromSurplus,剰余金の配当,Prior1YearDuration_NonConsolidatedMember_RetainedEarningsBroughtForwardMember,前期,個別,期間,JPY,円,-6731000000
jppfs_cor:ProfitLoss,当期純利益又は当期純損失（△）（平成26年3月28日財規等改正後）,Prior1YearDuration_NonConsolidatedMember_RetainedEarningsBroughtForwardMember,前期,個別,期間,JPY,円,29423000000
jppfs_cor:ProvisionOfGeneralReserve,別途積立金の積立,Prior1YearDuration_NonConsolidatedMember_GeneralReserveMember,前期,個別,期間,JPY,円,25000000000
jppfs_cor:ProvisionOfGeneralReserve,別途積立金の積立,Prior1YearDuration_NonConsolidatedMember_RetainedEarningsBroughtForwardMember,前期,個別,期間,JPY,円,-25000000000
jppfs_cor:TotalChangesOfItemsDuringThePeriod,当期変動額合計,Prior1YearDuration_NonConsolidatedMember_CapitalStockMember,前期,個別,期間,JPY,円,－
jppfs_cor:TotalChangesOfItemsDuringThePeriod,当期変動額合計,Prior1YearDuration_NonConsolidatedMember_LegalCapitalSurplusMember,前期,個別,期間,JPY,円,－
jppfs_cor:TotalChangesOfItemsDuringThePeriod,当期変動額合計,Prior1YearDuration_NonConsolidatedMember_CapitalSurplusMember,前期,個別,期間,JPY,円,－
jppfs_cor:TotalChangesOfItemsDuringThePeriod,当期変動額合計,Prior1YearDuration_NonConsolidatedMember_LegalRetainedEarningsMember,前期,個別,期間,JPY,円,－
jppfs_cor:TotalChangesOfItemsDuringThePeriod,当期変動額合計,Prior1YearDuration_NonConsolidatedMember_GeneralReserveMember,前期,個別,期間,JPY,円,25000000000
jppfs_cor:TotalChangesOfItemsDuringThePeriod,当期変動額合計,Prior1YearDuration_NonConsolidatedMember_RetainedEarningsBroughtForwardMember,前期,個別,期間,JPY,円,-2307000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_NonConsolidatedMember_CapitalStockMember,前期末,個別,時点,JPY,円,16500000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_NonConsolidatedMember_LegalCapitalSurplusMember,前期末,個別,時点,JPY,円,13500000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_NonConsolidatedMember_CapitalSurplusMember,前期末,個別,時点,JPY,円,13500000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_NonConsolidatedMember_LegalRetainedEarningsMember,前期末,個別,時点,JPY,円,750000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_NonConsolidatedMember_GeneralReserveMember,前期末,個別,時点,JPY,円,227145000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_NonConsolidatedMember_RetainedEarningsBroughtForwardMember,前期末,個別,時点,JPY,円,30198000000
jppfs_cor:NetAssets,純資産,Prior2YearInstant_NonConsolidatedMember_RetainedEarningsMember,前々期末,個別,時点,JPY,円,235400000000
jppfs_cor:NetAssets,純資産,Prior2YearInstant_NonConsolidatedMember_ShareholdersEquityMember,前々期末,個別,時点,JPY,円,265400000000
jppfs_cor:NetAssets,純資産,Prior2YearInstant_NonConsolidatedMember_ValuationDifferenceOnAvailableForSaleSecuritiesMember,前々期末,個別,時点,JPY,円,22000000
jppfs_cor:NetAssets,純資産,Prior2YearInstant_NonConsolidatedMember_DeferredGainsOrLossesOnHedgesMember,前々期末,個別,時点,JPY,円,285000000
jppfs_cor:NetAssets,純資産,Prior2YearInstant_NonConsolidatedMember_ValuationAndTranslationAdjustmentsMember,前々期末,個別,時点,JPY,円,307000000
jppfs_cor:NetAssets,純資産,Prior2YearInstant_NonConsolidatedMember,前々期末,個別,時点,JPY,円,265708000000
jppfs_cor:DividendsFromSurplus,剰余金の配当,Prior1YearDuration_NonConsolidatedMember_RetainedEarningsMember,前期,個別,期間,JPY,円,-6731000000
jppfs_cor:DividendsFromSurplus,剰余金の配当,Prior1YearDuration_NonConsolidatedMember_ShareholdersEquityMember,前期,個別,期間,JPY,円,-6731000000
jppfs_cor:DividendsFromSurplus,剰余金の配当,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,-6731000000
jppfs_cor:ProfitLoss,当期純利益又は当期純損失（△）（平成26年3月28日財規等改正後）,Prior1YearDuration_NonConsolidatedMember_RetainedEarningsMember,前期,個別,期間,JPY,円,29423000000
jppfs_cor:ProfitLoss,当期純利益又は当期純損失（△）（平成26年3月28日財規等改正後）,Prior1YearDuration_NonConsolidatedMember_ShareholdersEquityMember,前期,個別,期間,JPY,円,29423000000
jppfs_cor:ProfitLoss,当期純利益又は当期純損失（△）（平成26年3月28日財規等改正後）,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,29423000000
jppfs_cor:ProvisionOfGeneralReserve,別途積立金の積立,Prior1YearDuration_NonConsolidatedMember_RetainedEarningsMember,前期,個別,期間,JPY,円,－
jppfs_cor:ProvisionOfGeneralReserve,別途積立金の積立,Prior1YearDuration_NonConsolidatedMember_ShareholdersEquityMember,前期,個別,期間,JPY,円,－
jppfs_cor:ProvisionOfGeneralReserve,別途積立金の積立,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,－
jppfs_cor:NetChangesOfItemsOtherThanShareholdersEquity,株主資本以外の項目の当期変動額（純額）,Prior1YearDuration_NonConsolidatedMember_ValuationDifferenceOnAvailableForSaleSecuritiesMember,前期,個別,期間,JPY,円,189000000
jppfs_cor:NetChangesOfItemsOtherThanShareholdersEquity,株主資本以外の項目の当期変動額（純額）,Prior1YearDuration_NonConsolidatedMember_DeferredGainsOrLossesOnHedgesMember,前期,個別,期間,JPY,円,-323000000
jppfs_cor:NetChangesOfItemsOtherThanShareholdersEquity,株主資本以外の項目の当期変動額（純額）,Prior1YearDuration_NonConsolidatedMember_ValuationAndTranslationAdjustmentsMember,前期,個別,期間,JPY,円,-133000000
jppfs_cor:NetChangesOfItemsOtherThanShareholdersEquity,株主資本以外の項目の当期変動額（純額）,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,-133000000
jppfs_cor:TotalChangesOfItemsDuringThePeriod,当期変動額合計,Prior1YearDuration_NonConsolidatedMember_RetainedEarningsMember,前期,個別,期間,JPY,円,22692000000
jppfs_cor:TotalChangesOfItemsDuringThePeriod,当期変動額合計,Prior1YearDuration_NonConsolidatedMember_ShareholdersEquityMember,前期,個別,期間,JPY,円,22692000000
jppfs_cor:TotalChangesOfItemsDuringThePeriod,当期変動額合計,Prior1YearDuration_NonConsolidatedMember_ValuationDifferenceOnAvailableForSaleSecuritiesMember,前期,個別,期間,JPY,円,189000000
jppfs_cor:TotalChangesOfItemsDuringThePeriod,当期変動額合計,Prior1YearDuration_NonConsolidatedMember_DeferredGainsOrLossesOnHedgesMember,前期,個別,期間,JPY,円,-323000000
jppfs_cor:TotalChangesOfItemsDuringThePeriod,当期変動額合計,Prior1YearDuration_NonConsolidatedMember_ValuationAndTranslationAdjustmentsMember,前期,個別,期間,JPY,円,-133000000
jppfs_cor:TotalChangesOfItemsDuringThePeriod,当期変動額合計,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,22558000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_NonConsolidatedMember_RetainedEarningsMember,前期末,個別,時点,JPY,円,258093000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_NonConsolidatedMember_ShareholdersEquityMember,前期末,個別,時点,JPY,円,288093000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_NonConsolidatedMember_ValuationDifferenceOnAvailableForSaleSecuritiesMember,前期末,個別,時点,JPY,円,212000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_NonConsolidatedMember_DeferredGainsOrLossesOnHedgesMember,前期末,個別,時点,JPY,円,-37000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_NonConsolidatedMember_ValuationAndTranslationAdjustmentsMember,前期末,個別,時点,JPY,円,174000000
