要素ID,項目名,コンテキストID,相対年度,連結・個別,期間・時点,ユニットID,単位,値
jppfs_cor:NetAssets,純資産,Prior1YearInstant_ValuationAndTranslationAdjustmentsMember,前期末,連結,時点,JPY,円,54914000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_SubscriptionRightsToSharesMember,前期末,連結,時点,JPY,円,35000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_NonControllingInterestsMember,前期末,連結,時点,JPY,円,11898000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant,前期末,連結,時点,JPY,円,476226000000
jppfs_cor:IncomeBeforeIncomeTaxes,税引前当期純利益又は税引前当期純損失（△）,Prior1YearDuration,前期,連結,期間,JPY,円,36374000000
jppfs_cor:DepreciationAndAmortizationOpeCF,減価償却費、営業活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,73257000000
jppfs_cor:ImpairmentLossOpeCF,減損損失、営業活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,1960000000
jppfs_cor:IncreaseDecreaseInProvisionForLossOnStoreClosingOpeCF,店舗閉鎖損失引当金の増減額（△は減少）、営業活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,650000000
jppfs_cor:EquityInEarningsLossesOfAffiliatesOpeCF,持分法による投資損益（△は益）、営業活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-242000000
jppfs_cor:IncreaseDecreaseInAllowanceForDoubtfulAccountsOpeCF,貸倒引当金の増減額（△は減少）、営業活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-108000000
jppfs_cor:IncreaseDecreaseInProvisionForBonusesOpeCF,賞与引当金の増減額（△は減少）、営業活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,437000000
jpcrp030000-asr_E04002-000:IncreaseDecreaseInProvisionForDirectorsRemunerationBasedOnPerformanceOpeCF,,Prior1YearDuration,前期,その他,期間,JPY,円,-27000000
jppfs_cor:IncreaseDecreaseInNetDefinedBenefitLiabilityOpeCF,退職給付に係る負債の増減額（△は減少）、営業活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,48000000
jppfs_cor:IncreaseDecreaseInNetDefinedBenefitAssetOpeCF,退職給付に係る資産の増減額（△は増加）、営業活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-117000000
jppfs_cor:InterestAndDividendsIncomeOpeCF,受取利息及び受取配当金、営業活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-2213000000
jppfs_cor:InterestExpensesOpeCF,支払利息、営業活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,13331000000
jppfs_cor:LossGainOnSalesOfInvestmentSecuritiesOpeCF,投資有価証券売却損益（△は益）、営業活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-938000000
jppfs_cor:LossOnRetirementOfNoncurrentAssetsOpeCF,固定資産除却損、営業活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,1070000000
jppfs_cor:LossGainOnSalesOfNoncurrentAssetsOpeCF,固定資産売却損益（△は益）、営業活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-2005000000
jpcrp030000-asr_E04002-000:DecreaseIncreaseInOperatingAccountsReceivableOpeCF,,Prior1YearDuration,前期,その他,期間,JPY,円,2410000000
jppfs_cor:DecreaseIncreaseInOtherCurrentAssetsOpeCF,その他の流動資産の増減額（△は増加）、営業活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-4248000000
jpcrp030000-asr_E04002-000:IncreaseDecreaseInOperationAccountsPayableOpeCF,,Prior1YearDuration,前期,その他,期間,JPY,円,-1030000000
jppfs_cor:IncreaseDecreaseInAccruedConsumptionTaxesOpeCF,未払消費税等の増減額（△は減少）、営業活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,3943000000
jpcrp030000-asr_E04002-000:IncreaseDecreaseInDepositsReceivedFromTenantsOpeCF,,Prior1YearDuration,前期,その他,期間,JPY,円,7333000000
jppfs_cor:IncreaseDecreaseInOtherCurrentLiabilitiesOpeCF,その他の流動負債の増減額（△は減少）、営業活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,68000000
jppfs_cor:OtherNetOpeCF,その他、営業活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,19932000000
jppfs_cor:SubtotalOpeCF,小計、営業活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,149887000000
jppfs_cor:InterestAndDividendsIncomeReceivedOpeCFInvCF,利息及び配当金の受取額、営業活動によるキャッシュ・フロー又は投資活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,2116000000
jppfs_cor:InterestExpensesPaidOpeCFFinCF,利息の支払額、営業活動によるキャッシュ・フロー又は財務活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-12946000000
jppfs_cor:IncomeTaxesPaidOpeCF,法人税等の支払額、営業活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-12752000000
jppfs_cor:NetCashProvidedByUsedInOperatingActivities,営業活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,126305000000
jppfs_cor:PurchaseOfPropertyPlantAndEquipmentInvCF,有形固定資産の取得による支出、投資活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-104136000000
jppfs_cor:ProceedsFromSalesOfPropertyPlantAndEquipmentInvCF,有形固定資産の売却による収入、投資活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,14232000000
jppfs_cor:PurchaseOfIntangibleAssetsInvCF,無形固定資産の取得による支出、投資活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-1213000000
jppfs_cor:PurchaseOfLongTermPrepaidExpensesInvCF,長期前払費用の取得による支出、投資活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-2547000000
jppfs_cor:PurchaseOfInvestmentSecuritiesInvCF,投資有価証券の取得による支出、投資活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-199000000
jppfs_cor:ProceedsFromSalesOfInvestmentSecuritiesInvCF,投資有価証券の売却による収入、投資活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,1078000000
jppfs_cor:PurchaseOfStocksOfSubsidiariesAndAffiliatesInvCF,関係会社株式の取得による支出、投資活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-7077000000
jppfs_cor:CollectionOfLoansReceivableInvCF,貸付金の回収による収入、投資活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,6000000
jppfs_cor:PaymentsForGuaranteeDepositsInvCF,差入保証金の差入による支出、投資活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-2769000000
jppfs_cor:ProceedsFromCollectionOfGuaranteeDepositsInvCF,差入保証金の回収による収入、投資活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,431000000
jppfs_cor:RepaymentsOfGuaranteeDepositsReceivedInvCF,預り保証金の返還による支出、投資活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-10073000000
jppfs_cor:ProceedsFromGuaranteeDepositsReceivedInvCF,預り保証金の受入による収入、投資活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,13983000000
jppfs_cor:PaymentsIntoTimeDepositsInvCF,定期預金の預入による支出、投資活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-20225000000
jppfs_cor:ProceedsFromWithdrawalOfTimeDepositsInvCF,定期預金の払戻による収入、投資活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,20043000000
jppfs_cor:OtherNetInvCF,その他、投資活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-3273000000
jppfs_cor:NetCashProvidedByUsedInInvestmentActivities,投資活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-101743000000
jppfs_cor:RepaymentsOfLeaseObligationsFinCF,リース債務の返済による支出、財務活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-23154000000
jppfs_cor:ProceedsFromLongTermLoansPayableFinCF,長期借入れによる収入、財務活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,42068000000
jppfs_cor:RepaymentOfLongTermLoansPayableFinCF,長期借入金の返済による支出、財務活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-39512000000
jppfs_cor:ProceedsFromIssuanceOfBondsFinCF,社債の発行による収入、財務活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,90000000000
jppfs_cor:RedemptionOfBondsFinCF,社債の償還による支出、財務活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-70000000000
jppfs_cor:ProceedsFromShareIssuanceToNonControllingShareholdersFinCF,非支配株主からの払込みによる収入、財務活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,2000000
jppfs_cor:PurchaseOfTreasuryStockFinCF,自己株式の取得による支出、財務活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-0
jppfs_cor:CashDividendsPaidFinCF,配当金の支払額、財務活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-11377000000
jppfs_cor:DividendsPaidToNonControllingInterestsFinCF,非支配株主への配当金の支払額、財務活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-145000000
jppfs_cor:OtherNetFinCF,その他、財務活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-728000000
jppfs_cor:NetCashProvidedByUsedInFinancingActivities,財務活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-12848000000
jppfs_cor:EffectOfExchangeRateChangeOnCashAndCashEquivalents,現金及び現金同等物に係る換算差額,Prior1YearDuration,前期,連結,期間,JPY,円,-460000000
jppfs_cor:NetIncreaseDecreaseInCashAndCashEquivalents,現金及び現金同等物の増減額（△は減少）,Prior1YearDuration,前期,連結,期間,JPY,円,11253000000
jppfs_cor:CashAndCashEquivalents,現金及び現金同等物の残高,Prior2YearInstant,前々期末,連結,時点,JPY,円,101101000000
jppfs_cor:CashAndCashEquivalents,現金及び現金同等物の残高,Prior1YearInstant,前期末,連結,時点,JPY,円,112354000000
jppfs_cor:CashAndCashEquivalents,現金及び現金同等物の残高,Prior1YearInstant,前期末,連結,時点,JPY,円,112354000000
jpcrp030000-asr_E04002-000:TradeAccountsReceivableReceivablesFromContractsWithCustomersCA,,Prior1YearInstant,前期末,その他,時点,JPY,円,9679000000
jppfs_cor:ContractLiabilities,契約負債,Prior1YearInstant,前期末,連結,時点,JPY,円,5172000000
jpcrp_cor:RevenuesFromExternalCustomers,外部顧客への売上高,Prior1YearDuration_jpcrp030000-asr_E04002-000JapanReportableSegmentsMember,前期,その他,期間,JPY,円,333158000000
jpcrp_cor:RevenuesFromExternalCustomers,外部顧客への売上高,Prior1YearDuration_jpcrp030000-asr_E04002-000ChinaReportableSegmentsMember,前期,その他,期間,JPY,円,58985000000
jpcrp_cor:RevenuesFromExternalCustomers,外部顧客への売上高,Prior1YearDuration_jpcrp030000-asr_E04002-000VietnamReportableSegmentsMember,前期,その他,期間,JPY,円,15263000000
jpcrp_cor:RevenuesFromExternalCustomers,外部顧客への売上高,Prior1YearDuration_jpcrp030000-asr_E04002-000CambodiaReportableSegmentsMember,前期,その他,期間,JPY,円,8499000000
jpcrp_cor:RevenuesFromExternalCustomers,外部顧客への売上高,Prior1YearDuration_jpcrp030000-asr_E04002-000IndonesiaReportableSegmentsMember,前期,その他,期間,JPY,円,7260000000
jpcrp_cor:RevenuesFromExternalCustomers,外部顧客への売上高,Prior1YearDuration_jpcrp030000-asr_E04002-000OtherOverseasReportableSegmentsMember,前期,その他,期間,JPY,円,－
jpcrp_cor:RevenuesFromExternalCustomers,外部顧客への売上高,Prior1YearDuration_TotalOfReportableSegmentsAndOthersMember,前期,その他,期間,JPY,円,423168000000
jpcrp_cor:RevenuesFromExternalCustomers,外部顧客への売上高,Prior1YearDuration_ReconcilingItemsMember,前期,その他,期間,JPY,円,－
jpcrp_cor:RevenuesFromExternalCustomers,外部顧客への売上高,Prior1YearDuration,前期,その他,期間,JPY,円,423168000000
jpcrp_cor:TransactionsWithOtherSegments,セグメント間の内部売上高又は振替高,Prior1YearDuration_jpcrp030000-asr_E04002-000JapanReportableSegmentsMember,前期,その他,期間,JPY,円,563000000
jpcrp_cor:TransactionsWithOtherSegments,セグメント間の内部売上高又は振替高,Prior1YearDuration_jpcrp030000-asr_E04002-000ChinaReportableSegmentsMember,前期,その他,期間,JPY,円,－
jpcrp_cor:TransactionsWithOtherSegments,セグメント間の内部売上高又は振替高,Prior1YearDuration_jpcrp030000-asr_E04002-000VietnamReportableSegmentsMember,前期,その他,期間,JPY,円,－
jpcrp_cor:TransactionsWithOtherSegments,セグメント間の内部売上高又は振替高,Prior1YearDuration_jpcrp030000-asr_E04002-000CambodiaReportableSegmentsMember,前期,その他,期間,JPY,円,－
jpcrp_cor:TransactionsWithOtherSegments,セグメント間の内部売上高又は振替高,Prior1YearDuration_jpcrp030000-asr_E04002-000IndonesiaReportableSegmentsMember,前期,その他,期間,JPY,円,－
jpcrp_cor:TransactionsWithOtherSegments,セグメント間の内部売上高又は振替高,Prior1YearDuration_jpcrp030000-asr_E04002-000OtherOverseasReportableSegmentsMember,前期,その他,期間,JPY,円,－
jpcrp_cor:TransactionsWithOtherSegments,セグメント間の内部売上高又は振替高,Prior1YearDuration_TotalOfReportableSegmentsAndOthersMember,前期,その他,期間,JPY,円,563000000
jpcrp_cor:TransactionsWithOtherSegments,セグメント間の内部売上高又は振替高,Prior1YearDuration_ReconcilingItemsMember,前期,その他,期間,JPY,円,-563000000
jpcrp_cor:TransactionsWithOtherSegments,セグメント間の内部売上高又は振替高,Prior1YearDuration,前期,その他,期間,JPY,円,－
jppfs_cor:OperatingRevenue1,営業収益,Prior1YearDuration_jpcrp030000-asr_E04002-000JapanReportableSegmentsMember,前期,連結,期間,JPY,円,333722000000
jppfs_cor:OperatingRevenue1,営業収益,Prior1YearDuration_jpcrp030000-asr_E04002-000ChinaReportableSegmentsMember,前期,連結,期間,JPY,円,58985000000
jppfs_cor:OperatingRevenue1,営業収益,Prior1YearDuration_jpcrp030000-asr_E04002-000VietnamReportableSegmentsMember,前期,連結,期間,JPY,円,15263000000
jppfs_cor:OperatingRevenue1,営業収益,Prior1YearDuration_jpcrp030000-asr_E04002-000CambodiaReportableSegmentsMember,前期,連結,期間,JPY,円,8499000000
jppfs_cor:OperatingRevenue1,営業収益,Prior1YearDuration_jpcrp030000-asr_E04002-000IndonesiaReportableSegmentsMember,前期,連結,期間,JPY,円,7260000000
jppfs_cor:OperatingRevenue1,営業収益,Prior1YearDuration_jpcrp030000-asr_E04002-000OtherOverseasReportableSegmentsMember,前期,連結,期間,JPY,円,－
jppfs_cor:OperatingRevenue1,営業収益,Prior1YearDuration_TotalOfReportableSegmentsAndOthersMember,前期,連結,期間,JPY,円,423732000000
jppfs_cor:OperatingRevenue1,営業収益,Prior1YearDuration_ReconcilingItemsMember,前期,連結,期間,JPY,円,-563000000
jppfs_cor:OperatingRevenue1,営業収益,Prior1YearDuration,前期,連結,期間,JPY,円,423168000000
jppfs_cor:OperatingIncome,営業利益又は営業損失（△）,Prior1YearDuration_jpcrp030000-asr_E04002-000JapanReportableSegmentsMember,前期,連結,期間,JPY,円,35821000000
jppfs_cor:OperatingIncome,営業利益又は営業損失（△）,Prior1YearDuration_jpcrp030000-asr_E04002-000ChinaReportableSegmentsMember,前期,連結,期間,JPY,円,6537000000
jppfs_cor:OperatingIncome,営業利益又は営業損失（△）,Prior1YearDuration_jpcrp030000-asr_E04002-000VietnamReportableSegmentsMember,前期,連結,期間,JPY,円,3901000000
jppfs_cor:OperatingIncome,営業利益又は営業損失（△）,Prior1YearDuration_jpcrp030000-asr_E04002-000CambodiaReportableSegmentsMember,前期,連結,期間,JPY,円,411000000
jppfs_cor:OperatingIncome,営業利益又は営業損失（△）,Prior1YearDuration_jpcrp030000-asr_E04002-000IndonesiaReportableSegmentsMember,前期,連結,期間,JPY,円,-269000000
jppfs_cor:OperatingIncome,営業利益又は営業損失（△）,Prior1YearDuration_jpcrp030000-asr_E04002-000OtherOverseasReportableSegmentsMember,前期,連結,期間,JPY,円,-14000000
jppfs_cor:OperatingIncome,営業利益又は営業損失（△）,Prior1YearDuration_TotalOfReportableSegmentsAndOthersMember,前期,連結,期間,JPY,円,46386000000
jppfs_cor:OperatingIncome,営業利益又は営業損失（△）,Prior1YearDuration_ReconcilingItemsMember,前期,連結,期間,JPY,円,25000000
jppfs_cor:OperatingIncome,営業利益又は営業損失（△）,Prior1YearDuration,前期,連結,期間,JPY,円,46411000000
jppfs_cor:Assets,資産,Prior1YearInstant_jpcrp030000-asr_E04002-000JapanReportableSegmentsMember,前期末,連結,時点,JPY,円,942127000000
jppfs_cor:Assets,資産,Prior1YearInstant_jpcrp030000-asr_E04002-000ChinaReportableSegmentsMember,前期末,連結,時点,JPY,円,335095000000
jppfs_cor:Assets,資産,Prior1YearInstant_jpcrp030000-asr_E04002-000VietnamReportableSegmentsMember,前期末,連結,時点,JPY,円,100191000000
jppfs_cor:Assets,資産,Prior1YearInstant_jpcrp030000-asr_E04002-000CambodiaReportableSegmentsMember,前期末,連結,時点,JPY,円,108606000000
jppfs_cor:Assets,資産,Prior1YearInstant_jpcrp030000-asr_E04002-000IndonesiaReportableSegmentsMember,前期末,連結,時点,JPY,円,103778000000
jppfs_cor:Assets,資産,Prior1YearInstant_jpcrp030000-asr_E04002-000OtherOverseasReportableSegmentsMember,前期末,連結,時点,JPY,円,3807000000
jppfs_cor:Assets,資産,Prior1YearInstant_TotalOfReportableSegmentsAndOthersMember,前期末,連結,時点,JPY,円,1593605000000
jppfs_cor:Assets,資産,Prior1YearInstant_ReconcilingItemsMember,前期末,連結,時点,JPY,円,61647000000
jppfs_cor:Assets,資産,Prior1YearInstant,前期末,連結,時点,JPY,円,1655253000000
jpcrp_cor:DepreciationSegmentInformation,減価償却費、セグメント情報,Prior1YearDuration_jpcrp030000-asr_E04002-000JapanReportableSegmentsMember,前期,その他,期間,JPY,円,43002000000
jpcrp_cor:DepreciationSegmentInformation,減価償却費、セグメント情報,Prior1YearDuration_jpcrp030000-asr_E04002-000ChinaReportableSegmentsMember,前期,その他,期間,JPY,円,27617000000
jpcrp_cor:DepreciationSegmentInformation,減価償却費、セグメント情報,Prior1YearDuration_jpcrp030000-asr_E04002-000VietnamReportableSegmentsMember,前期,その他,期間,JPY,円,4972000000
jpcrp_cor:DepreciationSegmentInformation,減価償却費、セグメント情報,Prior1YearDuration_jpcrp030000-asr_E04002-000CambodiaReportableSegmentsMember,前期,その他,期間,JPY,円,4074000000
jpcrp_cor:DepreciationSegmentInformation,減価償却費、セグメント情報,Prior1YearDuration_jpcrp030000-asr_E04002-000IndonesiaReportableSegmentsMember,前期,その他,期間,JPY,円,3436000000
jpcrp_cor:DepreciationSegmentInformation,減価償却費、セグメント情報,Prior1YearDuration_jpcrp030000-asr_E04002-000OtherOverseasReportableSegmentsMember,前期,その他,期間,JPY,円,0
jpcrp_cor:DepreciationSegmentInformation,減価償却費、セグメント情報,Prior1YearDuration_TotalOfReportableSegmentsAndOthersMember,前期,その他,期間,JPY,円,83103000000
jpcrp_cor:DepreciationSegmentInformation,減価償却費、セグメント情報,Prior1YearDuration_ReconcilingItemsMember,前期,その他,期間,JPY,円,-25000000
jpcrp_cor:DepreciationSegmentInformation,減価償却費、セグメント情報,Prior1YearDuration,前期,その他,期間,JPY,円,83078000000
jppfs_cor:ImpairmentLossEL,減損損失、特別損失,Prior1YearDuration_jpcrp030000-asr_E04002-000JapanReportableSegmentsMember,前期,連結,期間,JPY,円,－
jppfs_cor:ImpairmentLossEL,減損損失、特別損失,Prior1YearDuration_jpcrp030000-asr_E04002-000ChinaReportableSegmentsMember,前期,連結,期間,JPY,円,1960000000
jppfs_cor:ImpairmentLossEL,減損損失、特別損失,Prior1YearDuration_jpcrp030000-asr_E04002-000VietnamReportableSegmentsMember,前期,連結,期間,JPY,円,－
jppfs_cor:ImpairmentLossEL,減損損失、特別損失,Prior1YearDuration_jpcrp030000-asr_E04002-000CambodiaReportableSegmentsMember,前期,連結,期間,JPY,円,－
jppfs_cor:ImpairmentLossEL,減損損失、特別損失,Prior1YearDuration_jpcrp030000-asr_E04002-000IndonesiaReportableSegmentsMember,前期,連結,期間,JPY,円,－
jppfs_cor:ImpairmentLossEL,減損損失、特別損失,Prior1YearDuration_jpcrp030000-asr_E04002-000OtherOverseasReportableSegmentsMember,前期,連結,期間,JPY,円,－
jppfs_cor:ImpairmentLossEL,減損損失、特別損失,Prior1YearDuration_TotalOfReportableSegmentsAndOthersMember,前期,連結,期間,JPY,円,1960000000
jppfs_cor:ImpairmentLossEL,減損損失、特別損失,Prior1YearDuration_ReconcilingItemsMember,前期,連結,期間,JPY,円,－
jppfs_cor:ImpairmentLossEL,減損損失、特別損失,Prior1YearDuration,前期,連結,期間,JPY,円,1960000000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets,有形固定資産及び無形固定資産の増加額,Prior1YearDuration_jpcrp030000-asr_E04002-000JapanReportableSegmentsMember,前期,その他,期間,JPY,円,35152000000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets,有形固定資産及び無形固定資産の増加額,Prior1YearDuration_jpcrp030000-asr_E04002-000ChinaReportableSegmentsMember,前期,その他,期間,JPY,円,89717000000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets,有形固定資産及び無形固定資産の増加額,Prior1YearDuration_jpcrp030000-asr_E04002-000VietnamReportableSegmentsMember,前期,その他,期間,JPY,円,9594000000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets,有形固定資産及び無形固定資産の増加額,Prior1YearDuration_jpcrp030000-asr_E04002-000CambodiaReportableSegmentsMember,前期,その他,期間,JPY,円,4752000000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets,有形固定資産及び無形固定資産の増加額,Prior1YearDuration_jpcrp030000-asr_E04002-000IndonesiaReportableSegmentsMember,前期,その他,期間,JPY,円,8793000000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets,有形固定資産及び無形固定資産の増加額,Prior1YearDuration_jpcrp030000-asr_E04002-000OtherOverseasReportableSegmentsMember,前期,その他,期間,JPY,円,－
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets,有形固定資産及び無形固定資産の増加額,Prior1YearDuration_TotalOfReportableSegmentsAndOthersMember,前期,その他,期間,JPY,円,148010000000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets,有形固定資産及び無形固定資産の増加額,Prior1YearDuration_ReconcilingItemsMember,前期,その他,期間,JPY,円,－
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets,有形固定資産及び無形固定資産の増加額,Prior1YearDuration,前期,その他,期間,JPY,円,148010000000
jppfs_cor:CashAndDeposits,現金及び預金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,20818000000
jppfs_cor:OperatingAccountsReceivableCA,営業未収入金、流動資産,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,7249000000
jppfs_cor:PrepaidExpenses,前払費用,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,3117000000
jppfs_cor:ShortTermLoansReceivableToSubsidiariesAndAffiliates,関係会社短期貸付金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,10300000000
jppfs_cor:DepositPaidInSubsidiariesAndAffiliates,関係会社預け金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,40000000000
jppfs_cor:AccountsReceivableOther,未収入金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,23541000000
jppfs_cor:CurrentPortionOfGuaranteeDeposits,１年内回収予定の差入保証金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,26000000
jppfs_cor:OtherCA,その他、流動資産,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,915000000
jppfs_cor:AllowanceForDoubtfulAccountsCA,貸倒引当金、流動資産、一括控除,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,-55000000
jppfs_cor:CurrentAssets,流動資産,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,105914000000
jppfs_cor:BuildingsNet,建物（純額）,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,442269000000
jppfs_cor:StructuresNet,構築物（純額）,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,28428000000
jppfs_cor:MachineryAndEquipmentNet,機械及び装置（純額）,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,2545000000
jppfs_cor:VehiclesNet,車両運搬具（純額）,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,1000000
jppfs_cor:ToolsFurnitureAndFixturesNet,工具、器具及び備品（純額）,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,8583000000
jppfs_cor:Land,土地,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,314217000000
jppfs_cor:ConstructionInProgress,建設仮勘定,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,9055000000
jppfs_cor:OtherPPE,その他、有形固定資産,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,13000000
jppfs_cor:PropertyPlantAndEquipment,有形固定資産,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,805114000000
jppfs_cor:Software,ソフトウエア,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,2420000000
jppfs_cor:RightOfUsingFacilitiesIA,施設利用権,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,538000000
jppfs_cor:OtherIA,その他、無形固定資産,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,17000000
jppfs_cor:IntangibleAssets,無形固定資産,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,2975000000
jppfs_cor:InvestmentSecurities,投資有価証券,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,1425000000
jppfs_cor:StocksOfSubsidiariesAndAffiliates,関係会社株式,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,274776000000
jppfs_cor:InvestmentsInCapitalOfSubsidiariesAndAffiliates,関係会社出資金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,125299000000
jppfs_cor:LongTermLoansReceivable,長期貸付金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,6000000
jppfs_cor:LongTermLoansReceivableFromSubsidiariesAndAffiliates,関係会社長期貸付金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,39279000000
jppfs_cor:LongTermPrepaidExpenses,長期前払費用,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,17978000000
